candidate_id	reference_id	similarity score	dist	score
5978	1	0.000177326	8.637519836	1
5979	1	0.000263197	8.242606163	2
5980	1	0.000142945	8.853054047	1
5981	1	0.000234718	8.35712719	1
5982	1	0.000320452	8.045778275	2
5983	1	0.000154363	8.776205063	1
5984	1	8.27E-05	9.399724007	1
5985	1	7.96E-05	9.438263893	0
5986	1	0.000141239	8.865059853	2
5987	1	0.000197626	8.529135704	3
5988	1	0.000280232	8.179893494	3
5989	1	0.000214914	8.445271492	1
5990	1	0.000192041	8.557799339	3
5991	1	0.000323067	8.037651062	2
5992	1	0.000230122	8.376900673	1
5993	1	0.000213383	8.452424049	2
5994	1	0.000149272	8.80974102	2
5995	1	0.000214513	8.447140694	2
5996	1	0.000236749	8.348511696	1
5997	1	0.000251367	8.2885952	2
5998	1	0.000254897	8.27464962	2
5999	1	0.000128734	8.957760811	1
6000	1	0.000293815	8.132558823	2
6001	1	0.000124731	8.989351273	1
6002	1	0.000174487	8.653658867	2
6003	1	0.000371044	7.899190903	3
6004	1	0.000105836	9.153619766	1
6005	1	0.000211469	8.46143055	3
6006	1	0.000247567	8.303829193	2
6007	1	0.000239874	8.335395813	3
6008	1	0.00022578	8.395947456	1
6010	1	0.000259307	8.257498741	1
6011	1	0.000132707	8.927370071	1
6012	1	8.61E-05	9.359629631	0
6013	1	0.000246149	8.30957222	1
6014	1	0.000409977	7.799408436	3
6015	1	0.000304583	8.096567154	2
6016	1	0.000265521	8.233818054	3
6017	1	0.000215891	8.440736771	1
6018	1	0.000134699	8.912470818	2
6019	1	0.000254972	8.274358749	1
6020	1	0.000271734	8.210687637	2
6021	1	0.000209136	8.472527504	2
6022	1	0.000208465	8.475739479	2
6023	1	0.000374984	7.888628483	2
6024	1	0.000188149	8.578277588	1
6025	1	0.000203635	8.499182701	1
6026	1	0.000235777	8.352624893	3
6027	1	0.000330213	8.015771866	3
6028	1	7.66E-05	9.476708412	2
6029	1	0.000162717	8.723500252	1
6030	1	0.000197369	8.530435562	3
6031	1	0.000324343	8.033707619	3
6032	1	0.000150081	8.804333687	2
6033	1	0.000247186	8.305368423	3
6034	1	0.000308051	8.085246086	2
6035	1	0.000136891	8.896328926	1
6036	1	0.000234233	8.359195709	2
6037	1	0.000215213	8.443883896	2
6038	1	0.000182575	8.608347893	2
6039	1	0.000189615	8.570513725	1
6040	1	0.000297056	8.121589661	1
6041	1	0.000136869	8.896485329	2
6042	1	0.00037649	7.884618282	2
6043	1	0.000229017	8.381712914	1
6044	1	6.39E-05	9.657525063	2
6045	1	0.000232485	8.366683006	2
6046	1	0.00014189	8.860456467	1
6047	1	7.48E-05	9.500683784	1
6048	1	0.000162677	8.723741531	1
6049	1	0.000215254	8.443694115	1
6050	1	0.000311593	8.073812485	3
6051	1	0.000227334	8.389090538	1
6052	1	0.000274407	8.200899124	2
6053	1	0.00026997	8.217198372	1
6054	1	0.000304379	8.09723568	1
6055	1	0.000127191	8.969818115	2
6056	1	0.000206157	8.486870766	1
6057	1	0.00026198	8.247242928	3
6058	1	0.000184459	8.598083496	2
6059	1	0.000259942	8.255051613	1
6060	1	8.77E-05	9.341629028	1
6061	1	0.00038348	7.866222382	3
6062	1	0.000139211	8.879522324	1
6063	1	0.000275094	8.198396683	2
6064	1	0.000168087	8.691027641	2
6065	1	0.000178048	8.633459091	2
6066	1	0.000141638	8.862233162	1
6067	1	0.000206345	8.485960007	1
6068	1	0.000165194	8.708390236	2
6069	1	0.000212602	8.456088066	2
6070	1	0.00043438	7.74159193	2
6071	1	0.000192812	8.553792953	2
6072	1	0.000119727	9.030293465	2
6073	1	0.000256105	8.26992321	2
6074	1	8.69E-05	9.351002693	2
6075	1	0.000358668	7.933112144	3
6076	1	0.000182146	8.610703468	2
6077	1	0.000256556	8.268164635	1
6078	1	0.000187577	8.581319809	2
6079	1	0.000320196	8.046578407	3
6080	1	0.000229864	8.378022194	2
6081	1	0.000129973	8.948186874	2
6082	1	0.000235276	8.354752541	1
6083	1	0.000135562	8.906080246	1
6084	1	0.000204661	8.494157791	3
6085	1	0.000371858	7.896997929	3
6086	1	0.000244601	8.315880775	1
6087	1	0.000213042	8.454022408	2
6088	1	0.000132081	8.932095528	2
6089	1	0.000280302	8.179643631	3
6090	1	0.000203346	8.500601768	1
6091	1	0.000235836	8.352372169	3
6092	1	0.000123158	9.002039909	1
6093	1	0.000185152	8.594334602	1
6094	1	0.000193564	8.549902916	1
6095	1	0.000333844	8.00483799	3
6096	1	0.000188696	8.57537365	2
6097	1	0.000199792	8.518235207	1
6098	1	0.000163721	8.717346191	3
6099	1	8.71E-05	9.348988533	1
6100	1	0.000433463	7.743703842	2
6101	1	0.000157595	8.755480766	2
6102	1	0.000226528	8.392640114	2
6103	1	0.000312062	8.07230854	2
6104	1	0.000229181	8.380997658	1
6105	1	0.000215571	8.442220688	3
6106	1	0.000157925	8.753390312	1
