cand id	similarity score	score
5978	0.022813685	1
5979	0.056555265	2
5980	0.013071891	1
5981	0.026755849	1
5982	0.034782604	2
5983	0.02120141	1
5984	0.015748029	1
5985	0.012422356	0
5986	0.026315785	2
5987	0.033149166	3
5988	0.010230174	3
5989	0.032573286	1
5990	0.017191972	3
5991	0.033898301	2
5992	0.02120141	1
5993	0.029673586	2
5994	0.00632911	2
5995	0.044303793	2
5996	0.019867545	1
5997	0.033222587	2
5998	0.030418248	2
5999	0.032653059	1
6000	0.017751475	2
6001	0.014652011	1
6002	0.018404903	2
6003	0.045569615	3
6004	0	1
6005	0.020942403	3
6006	0.053333329	2
6007	0.040114608	3
6008	0.028409086	1
6010	0.012987009	1
6011	0	1
6012	0.006779657	0
6013	0.023529409	1
6014	0.027027022	3
6015	0.0297619	2
6016	0.033333328	3
6017	0.035087715	1
6018	0.020270266	2
6019	0.049469961	1
6020	0.023121383	2
6021	0.022140218	2
6022	0.023880592	2
6023	0.027322399	2
6024	0.028571425	1
6025	0.015209122	1
6026	0.023809519	3
6027	0.030836999	3
6028	0.013840827	2
6029	0.031746027	1
6030	0.025380706	3
6031	0.041558437	3
6032	0.021276592	2
6033	0.039603955	3
6034	0.017291062	2
6035	0.006644514	1
6036	0.027100266	2
6037	0.034364257	2
6038	0.028328607	2
6039	0.02424242	1
6040	0.026936023	1
6041	0.015564199	2
6042	0.025078365	2
6043	0.036764702	1
6044	0.017543858	2
6045	0.025078365	2
6046	0.025316451	1
6047	0.014336914	1
6048	0.035190611	1
6049	0.03731343	1
6050	0.036496346	3
6051	0.03910614	1
6052	0.016713087	2
6053	0.007434941	1
6054	0.020905919	1
6055	0.052325577	2
6056	0.012779548	1
6057	0.027855148	3
6058	0.034985418	2
6059	0.031620551	1
6060	0	1
6061	0.030303025	3
6062	0.006779657	1
6063	0.012422356	2
6064	0.046052627	2
6065	0.024691354	2
6066	0.035460989	1
6067	0.007194241	1
6068	0.021276592	2
6069	0.029585794	2
6070	0.032894733	2
6071	0.051282047	2
6072	0.026229504	2
6073	0.031746027	2
6074	0.021428568	2
6075	0.030905072	3
6076	0.029268288	2
6077	0.026058628	1
6078	0.034602072	2
6079	0.023598815	3
6080	0.018237077	2
6081	0.031746029	2
6082	0.021276592	1
6083	0.01639344	1
6084	0.01886792	3
6085	0.014018687	3
6086	0.020338979	1
6087	0.041522487	2
6088	0.030030025	2
6089	0.005347589	3
6090	0.020134224	1
6091	0.029069763	3
6092	0.015444012	1
6093	0.016064254	1
6094	0.023880592	1
6095	0.035555551	3
6096	0.02461538	2
6097	0.015873013	1
6098	0.028985503	3
6099	0.007547167	1
6100	0.025706936	2
6101	0.036697243	2
6102	0.028571424	2
6103	0.016438351	2
6104	0.024096383	1
6105	0.026905825	3
6106	0	1
6107	0.016853928	2
6108	0.02158273	1
6109	0.040935668	2
6110	0.018808773	2
6111	0.018461534	2
6112	0.020270266	1
6113	0.038251361	3
6114	0.008333331	1
6115	0.015267172	2
6116	0.038147134	2
6117	0.0297619	1
6118	0.021333328	3
6119	0.041811843	1
6120	0.018691584	2
6121	0.039215681	3
6122	0.018987337	2
6123	0.0280112	3
6124	0.011396007	3
6125	0.028776975	2
6126	0.013201316	1
6127	0.040201	3
6128	0.065040646	3
6129	0.037854885	2
6130	0.026666663	1
6131	0.00738007	1
6132	0.029325508	3
6133	0.02272727	1
6134	0.032608691	2
6135	0.025559101	2
6136	0.00701754	1
6137	0.022727268	2
6138	0.017751475	2
6139	0.01886792	2
6140	0.023738868	1
6141	0.026490062	2
6142	0.038888884	2
6143	0.026525194	3
6144	0.020304564	3
6145	0.031088078	3
6146	0.021621617	2
6147	0.03584229	2
6148	0.029197077	2
6149	0.006042291	2
6150	0.018461534	2
6151	0.030030025	2
6152	0.02949852	2
6153	0.019867545	2
6154	0.017316016	1
6155	0.03378378	1
6156	0.017910443	2
6157	0.042553186	3
6158	0.025125623	3
6159	0.02865329	2
6160	0.042944781	2
6161	0.051282047	2
6162	0.067532463	2
6163	0.007662832	1
6164	0.01886792	2
6165	0.02525252	3
6166	0.024999998	1
6167	0.015624997	3
6168	0.024539873	2
6169	0.05684754	2
6170	0.027777773	1
6171	0.010989006	3
6172	0.034883716	2
6173	0.02290076	1
6174	0.026666663	2
6175	0.020477812	1
6176	0.025806447	1
6177	0.004987526	2
6178	0.018987337	3
6179	0.025210082	2
6180	0.041189926	3
6181	0.011695902	3
6182	0.026041662	3
6183	0.017191972	3
6184	0.04982206	1
6185	0.025559101	2
6186	0.007272724	2
6187	0.015936252	1
6188	0.017543858	0
6189	0.014388486	1
6190	0.043373489	2
6191	0.022408959	2
6192	0.0368421	3
6193	0.021052628	1
6194	0.014598535	3
6195	0.04129793	3
6196	0.026490062	1
