cand id	similarity score	score
4918	4.092590309572633e-05	1
4919	3.615158089265779e-05	1
4920	9.342881245642968e-05	1
4922	0.0002614582071639459	0
4923	2.1978167006511277e-05	1
4925	0.00012649286801206942	1
4926	0.0003919801659946712	1
4927	6.075685990761866e-05	1
4929	0.00028690273504107565	1
4930	6.232758692325941e-05	1
4931	7.947983551653481e-05	1
4932	1.0752364599796173e-05	1
4933	6.128356518665653e-05	1
4934	1.6200569332479074e-05	1
4935	1.5748440301472395e-05	1
4937	7.699593815051934e-05	1
4938	0.015551516718696496	1
4939	0.0005982238723919321	1
4940	2.4975142016008922e-05	1
4941	8.730126282422802e-05	0
4942	6.494760912947046e-05	0
4943	5.048582765265717e-05	1
4945	0.00014144969752309067	1
4947	0.00014254115632625602	1
4949	0.0005053187882476687	1
4950	2.937908903182837e-05	1
4951	5.9130677595235914e-05	0
4952	6.883045768783658e-05	0
4953	0.0005911367991983205	0
4954	7.173293456541117e-05	1
4955	0.00011601484816149079	1
4957	7.095606816038592e-05	1
4958	3.2693544972464705e-05	1
4959	9.996413548838252e-05	1
4960	0.0005246272277913487	1
4962	0.000290684404507856	1
4963	2.5765407105942075e-05	0
4964	1.920680903325215e-05	1
4965	9.434531287405866e-05	0
4966	0.0001619574242382223	1
4967	0.0007617990963497642	1
4968	8.630342961134237e-05	0
4969	4.0322888047918673e-05	1
4970	9.516682895382379e-05	0
4971	0.0009097191349114653	1
4972	7.754892606541929e-05	1
4973	3.778675973231383e-05	1
4975	0.0004117349546133462	1
4976	6.46728119146828e-05	1
4977	2.416966794281519e-05	1
4978	2.575823313721984e-05	1
4981	4.839120321521928e-05	1
4982	0.00021508237169117175	1
4983	0.0004495767986910167	1
4984	0.0011781530061330569	1
4985	3.2453493870526314e-06	1
4986	7.2661223297647325e-06	1
4987	0.0001635782966914986	0
4988	0.00017333142873347958	1
4989	0.00017328564620116982	0
4990	5.215065058314647e-05	1
4991	4.490623646738586e-05	1
4992	4.924935004386178e-05	1
4993	5.115440426343274e-05	0
4994	0.00030493286203789983	0
4995	0.00016796125514276168	1
4997	3.1959812512337546e-05	0
5001	3.795973208661976e-05	0
5003	0.00019705452209961555	1
5004	0.0006919699177171103	0
5006	7.711704436642958e-05	0
5007	5.4033477297275375e-05	0
5008	4.422812098710934e-05	0
5009	2.221604171010859e-05	1
5010	2.001449794237906e-05	1
5011	1.7162577452535573e-05	0
5012	7.648656434480404e-05	1
5013	6.250303144037545e-06	1
5014	9.943387345946949e-05	0
5017	1.6637396209495788e-05	0
5018	0.00014755225656260874	0
5019	5.397831647866173e-05	1
5020	0.00023494027210832613	1
5021	2.0488502814195778e-05	1
5022	0.0033402432187388392	0
5023	0.0011529835360248022	1
5024	1.8289777817233318e-05	1
5025	0.0004080734724819357	1
5026	3.868432257763255e-05	1
5028	6.731523824690032e-05	0
5029	3.4320425086156816e-05	1
5030	0.00014488447457498558	0
5031	7.909084580555216e-06	1
5033	4.6376494833250457e-05	1
5034	8.956916658289746e-05	1
5036	0.00028353020144789855	1
5037	3.388556394023033e-05	1
5038	7.429100508671205e-05	0
5039	0.00010782467349035707	1
5040	0.0003555593988502783	1
5041	0.00013485773246894812	0
5042	0.00015443934121388766	0
5043	1.0029988330313386e-06	0
5046	0.0009164965987293193	1
5047	0.00023682674343020543	1
5048	0.00042845867850217176	1
5050	4.3897036331509866e-05	0
5051	1.8497431990294992e-05	1
5053	6.63408540378963e-05	1
5054	6.35711339753336e-05	1
5056	0.00017181796025911002	1
5058	8.711488318439742e-05	1
5059	7.090601078063501e-05	1
5060	0.0019363470266568488	1
5061	0.0001287394706844358	1
5062	0.0002336958090453905	0
5063	5.3647150712944874e-05	1
5064	3.662271642830252e-05	1
5065	5.3257795830079105e-05	1
5066	1.5896815584178127e-05	1
5067	2.7283232377334978e-05	0
5068	0.0003311779955851816	1
5069	2.8936216973736658e-05	1
5071	4.994192465554844e-05	1
5073	4.289934601979034e-05	0
5074	6.727608957877408e-05	1
5075	0.00011148668231216794	1
5076	0.0004597900694708535	1
5079	1.2486028854143088e-05	0
5083	8.589435685060423e-05	1
5084	1.4559051954801807e-05	1
5085	0.0002478722548555651	0
5086	1.812997423238852e-05	1
5087	7.129025774620768e-05	1
5089	0.0012833550318009075	1
5090	9.636625134301264e-05	1
5091	8.950034466681273e-05	0
5092	0.00030230892689054646	1
5094	0.00012710607952778154	1
5095	2.9513377479570893e-05	1
5096	0.0008971847946661274	1
5098	0.0007045241299266344	1
5099	3.877455540449154e-05	1
5100	3.217829972807735e-05	0
5101	1.2319925107266632e-05	1
5102	2.557160465796889e-05	1
5104	0.0006583089673248109	1
5105	0.0003131636333595919	1
5106	4.4935538955813236e-05	0
5107	9.225768004949013e-05	1
5108	0.0003085688039870423	0
5109	6.63838266288309e-05	0
5110	7.00678349264438e-05	0
5112	8.114186435478942e-05	1
5114	4.4266647387876616e-05	1
5115	1.3803781656303052e-05	1
5116	3.1717692732826656e-05	1
5117	2.8145349163990705e-05	1
5118	1.96295913732742e-05	0
5119	2.4096227222918454e-05	0
5120	1.8123353336857503e-05	1
5121	0.0001064191841844094	0
5122	6.179497313925921e-05	1
5123	2.8348139020141407e-05	1
5124	0.0008591111289826414	1
5125	2.961606398456448e-05	1
5126	1.7847465241303775e-05	1
5127	0.00013394525634560507	0
5128	2.6025675136557776e-05	1
5129	6.169686991772187e-05	1
5130	1.727679184200464e-05	1
5131	3.379487812994959e-05	0
5132	2.3408737699427803e-05	0
5133	3.719021763851253e-05	1
5134	5.6176335781556774e-05	0
5135	2.420900014711871e-05	1
5136	9.364807877001613e-05	1
5137	4.002374729414952e-05	0
5138	6.125960760027149e-05	0
5139	0.00011291537022895395	0
5143	7.124825373431674e-05	1
5144	8.486484009387095e-05	1
5145	0.0013799610082614402	1
5146	0.0001322646095460412	1
5147	7.253822701819542e-05	1
5148	0.00010528192671684376	0
5150	6.144063132377479e-05	1
5152	0.0007463855497208861	1
5153	0.0002995675498470479	0
5154	2.456506286416828e-05	1
5155	0.000102573710188317	0
5157	1.2282912104469064e-05	0
5159	7.27586852491875e-05	0
5160	2.9586845784531225e-05	1
5162	0.00022114736036428614	0
5163	3.5662316835967014e-05	0
5164	7.769542401960816e-05	1
5165	5.312504258014378e-05	0
5166	9.786606423318792e-05	0
5167	0.00012746320306392876	1
5168	0.00013431211657600692	1
5169	3.6073231119787545e-05	1
5170	5.974045908517267e-05	1
5173	3.300544138926923e-05	1
5176	0.00246619267115874	1
5177	2.510969463347881e-05	0
5178	0.00023080890504890967	1
5179	0.0002236052797810271	1
5180	7.30329368393105e-05	0
5181	0.00048821698274205313	1
5182	0.00018320214683375052	1
5183	1.0395740343964636e-05	1
5184	0.00014924016715428442	1
5185	0.0013488307540214814	1
5186	4.8871587945969735e-05	1
5188	0.0002290485568854625	1
5189	0.0002813454843447044	1
5190	1.5610156370595652e-05	0
5191	0.00011660072503620207	1
5192	5.613194054638717e-05	1
5193	4.965749163277517e-05	1
5194	5.974997432409535e-05	1
5195	2.0511630919866096e-05	1
5196	2.659360910837903e-05	1
5197	0.00018522755234164916	0
5198	7.273051913807906e-05	1
5199	2.5551176530510417e-05	1
5201	1.9316363123451287e-05	1
5202	0.00035886791845383953	1
5203	0.00010752062447361396	1
5204	2.1884696033398312e-05	1
5205	5.327267955290135e-05	1
5206	5.245101483802274e-05	1
5208	4.021436080359322e-05	1
5209	0.00019551133578687188	0
5210	0.0014725845606517085	1
5211	2.735675778663997e-05	1
5212	0.00017040007757065988	1
5213	3.9267401865663626e-05	1
5214	0.0002068987250144779	1
5215	0.0001696202129116561	1
5216	8.246109619859492e-05	1
5218	0.00018063607536422264	1
5219	0.0001532067986811545	1
5220	0.00030810302563984816	1
5221	8.889273166754501e-05	1
5226	0.00011229166763999429	1
5227	0.00012451515218824842	1
5228	5.1723743823578366e-05	1
5229	4.570615667631976e-05	1
5230	3.665751939413023e-05	1
5231	4.794410884137461e-05	0
5232	7.60439174093494e-05	1
5233	0.00010432263974920384	1
5234	2.8590264350369786e-05	1
5235	4.8654275321619065e-05	1
5236	0.00015459775359783745	0
5237	8.822914596589005e-05	1
5238	5.38505457699684e-05	1
5239	2.532655102950984e-05	1
5240	8.929542797685661e-06	0
5241	2.774815957577381e-05	1
5243	6.057969951060151e-05	1
5244	0.0002407478575251828	1
5245	0.00010670566727882368	0
5247	0.0007812160651984223	1
5249	9.120832799072532e-05	1
5250	1.8918306325026028e-05	1
5251	1.1048492210146276e-05	0
5253	2.285764467629244e-05	1
5254	0.0004551459567153973	1
5255	2.3358294533702328e-05	1
5256	6.305194141168258e-05	1
5257	1.9139812516833513e-05	1
5258	8.786384228234035e-06	0
5259	3.511970463271656e-05	0
5260	0.0005898120592537642	1
5262	0.0004223508035821654	1
5263	0.0004955637057406073	1
5264	1.1396382856475509e-05	1
5267	9.692136997168941e-05	1
5268	0.00016060054138585745	1
5269	4.483793828239554e-05	1
5270	0.000165960916558704	1
5271	3.957873909817885e-05	1
5272	0.00017028668600333727	1
5273	1.6658369272194188e-05	1
5274	0.0002360249612749597	1
5275	0.0024154069679659983	1
5277	1.8465512570072087e-05	1
5278	7.656414235884054e-05	0
5279	0.0003074053829031371	1
5280	4.0167560993458146e-05	1
5281	2.4224288898856048e-05	0
5282	1.779522032202647e-05	1
5283	0.00014267321310274406	1
5284	1.0963860896549015e-05	1
5285	2.3010790269965632e-05	0
5287	0.0003694427155039038	0
5291	9.712349377839945e-06	0
5292	0.00012077253266235124	1
5293	0.0003618079572537982	1
5294	2.556326566990455e-05	1
5298	0.00023962295254167002	1
5299	0.00010902838237577585	0
5301	2.408375233873393e-05	1
5303	2.8522534655744532e-05	1
5304	0.00012050733973312114	1
5306	0.00030783516923348693	1
5307	2.4665253360404266e-05	0
5308	2.413675193895501e-05	0
5309	0.00038086794565236204	1
5313	0.00011072051283062285	1
5314	1.637264809390074e-05	1
5315	3.6911043171613256e-05	1
5316	0.0010647451360293763	1
5317	2.181237300286466e-05	1
5318	9.834476302428572e-06	1
5319	0.0004353202807526621	1
5320	8.461899741194043e-05	0
5321	3.177591367766368e-05	1
5322	0.00023345300730094566	1
5323	4.050777881057026e-05	1
5324	0.00042160067905643836	0
5326	4.4534682662459464e-05	0
5327	0.00043039761674876963	1
5330	5.0091271820397664e-05	1
5331	0.0003270871811836641	1
5332	1.3817413445801209e-05	0
5334	0.00021975243981797675	1
5335	1.533950251514535e-05	0
5337	9.338943826438452e-05	1
5338	2.682663240368292e-05	0
5339	2.8001044699379582e-05	1
5340	0.0003027151319471406	1
5341	2.5877501102460626e-05	0
5342	1.9202450072324245e-05	1
5343	0.0001826658588374805	1
5344	2.402979201117296e-05	1
5346	1.5684544775150773e-05	1
5347	1.957496698486926e-05	1
5348	4.920986592626225e-05	1
5349	0.0006834534478303274	1
5352	6.59225247674355e-05	0
5353	9.207265996728958e-05	1
5355	0.00011597878500354964	1
5357	1.378829595381831e-05	0
5360	0.00011089180871269511	1
5361	2.899884416167336e-05	0
5362	7.380835696577952e-06	1
5363	2.0459097661056984e-05	1
5364	0.002209452043368636	1
5365	1.0296039028847077e-05	1
5366	0.00012260272851362595	1
5367	9.177144775715508e-05	0
5368	0.0001627197473579239	0
5369	0.0003575095659582802	1
5370	2.6800242837842192e-05	1
5371	5.1845578292325704e-05	1
5372	0.00038973899626280873	1
5373	0.00012164700233732266	0
5374	1.0229026896657927e-05	0
5376	7.048873556896745e-05	1
5377	9.443064746030102e-05	1
5378	0.0003084981862745368	1
5379	0.00014115202383439208	1
5380	1.8382053840733122e-05	0
5381	7.255801458001251e-05	1
5383	2.0283338092967013e-05	1
5384	3.552982162550705e-05	1
5386	3.218130725518066e-05	1
5387	1.112112734145318e-05	1
5388	2.2647646981162633e-05	0
5390	4.9693733013220204e-05	1
5391	7.635101011985301e-05	1
5393	9.9961084871617e-05	1
5396	0.00027179859683536923	0
5397	5.136992244764457e-06	0
5398	7.200304509102614e-05	1
5400	0.00031885272146108863	0
5403	7.469124502058224e-05	0
5404	1.61053687369322e-05	1
5405	0.00012133880250523204	1
5407	0.0010628008607609294	0
5410	5.895437943522661e-05	0
5411	2.1582566250648192e-05	1
5412	2.6590718038352275e-05	0
5413	3.977728464363815e-05	0
5414	4.819344268573929e-05	1
5415	6.725190580300931e-05	1
5416	1.5809218550501238e-05	1
5417	3.8279059263181375e-05	1
5418	0.00015155595457678922	0
5419	0.00011627048739890814	1
5420	3.296231538712152e-05	1
5421	0.00033286156013018816	0
5422	3.5632978077480607e-05	0
5423	8.721392555626782e-06	1
5424	8.241533981884814e-05	1
5426	1.679771884711725e-05	1
5428	8.018154405286512e-05	1
5429	5.266097269046078e-05	0
5431	7.088329368340395e-05	1
5433	0.0006375710542093549	0
5434	8.108191475500509e-05	0
5435	5.754297179154449e-05	1
5437	0.0003552172543724304	0
5438	2.670143656688043e-05	1
5439	5.654036641437765e-05	1
5442	0.00023881739754148297	0
5444	7.604087158284909e-05	1
5445	8.014974005710568e-05	0
5446	0.0021788184808555567	1
5447	0.00019161702033850005	1
5450	0.00010168408516086824	1
5452	9.292488653639386e-05	0
5454	3.690608014824993e-05	1
5455	0.00013260068732042868	1
5456	0.0003490146126215445	1
5458	0.0006178740278111039	1
5460	0.00021353603038621919	1
5461	8.801274646554602e-05	0
5462	0.0006661746764457209	1
5463	0.001998014294764894	1
5464	4.1852265375694955e-05	1
5465	0.00010148654831512636	1
5466	2.7823468599914007e-05	0
5469	1.1152240509159843e-06	0
5471	0.00013398473386863488	1
5473	2.011407521005178e-05	1
5474	0.00038023228989035563	1
5475	2.901569122428824e-05	0
5477	2.187048758355977e-05	1
5478	5.631649902448661e-05	1
5479	1.2362790077632142e-05	0
5480	0.0010258804538001687	1
5481	0.0001830125043683236	1
5483	1.8515716606205854e-05	1
5484	0.0001441145571962631	1
5485	5.634905523594934e-05	1
5486	0.00016229789070947405	1
5487	0.0002250152147519526	1
5488	4.519689043008944e-05	0
5489	0.0004229624724895956	0
5491	6.882166224332628e-05	0
5492	3.631828029918543e-05	1
5493	1.7523241049255848e-05	1
5494	0.000261980109800509	1
5495	7.374837697321194e-05	1
5496	8.50273479260297e-05	1
5497	3.554147959183447e-05	0
5499	8.82622199185557e-05	1
5501	4.479395901197819e-05	0
5502	6.503469156562833e-05	1
5503	2.5761426780685237e-05	1
5504	3.784337904063813e-05	1
5505	0.00010028276921499326	0
5506	7.680591834869793e-05	1
5507	2.304975329448339e-05	1
5508	1.4090528756406878e-05	1
5509	5.492768451471866e-05	1
5511	0.00026633444861934915	1
5512	0.00019205225288696518	0
5513	4.4778796387684305e-05	0
5514	0.00021904439043252217	0
5515	4.413786530853925e-05	1
5516	3.5430274970216916e-05	0
5517	9.878887145806e-05	1
5519	7.86710465383812e-05	1
5520	3.223659757281942e-05	0
5521	2.4871676511632754e-05	1
5522	0.00021344949929661246	1
5523	3.705512018423045e-05	1
5524	0.00019797222709178942	1
5525	0.0001539578826973852	0
5526	0.0001281440400673612	1
5527	1.021687918586673e-05	1
5528	6.261976445464637e-05	1
5529	9.072693397986873e-05	1
5531	0.00029514940575995296	0
5532	0.00010933502672825474	1
5533	0.00048566821341320185	1
5534	7.896509860734855e-05	1
5536	0.00012305077596689353	1
5537	3.5482449688312625e-05	1
5538	0.00016266016851657167	1
5539	0.00018437050805197592	1
5540	0.00029701867401870583	1
5542	8.645665344548967e-05	0
5546	8.590279453493922e-05	0
5547	2.8623029337460497e-05	1
5549	7.014311679273902e-05	0
5550	0.0013701756264842893	1
5552	4.057814869840728e-05	0
5553	2.586005913654531e-05	1
5555	2.0775019842997295e-05	1
5556	0.0006286524298632812	0
5557	0.00010084294427850899	1
5558	1.155075091357164e-05	0
5559	7.322996234832508e-05	1
5560	0.00011130268463540371	1
5561	2.297246271545152e-05	1
5562	6.432217522352493e-06	0
5563	0.001195159657166538	1
5564	2.127602295986492e-05	1
5566	6.87356705556432e-05	1
5567	3.817279276216923e-05	1
5568	0.0003670966450764427	1
5571	0.0003639214807426311	1
5572	2.3567328629439386e-05	0
5575	0.0008066173919240813	0
5578	0.001305051375492926	0
5579	3.0521986801848475e-05	1
5580	9.982504582888314e-05	0
5582	0.0015921160059727533	0
5584	0.0004874777046346243	1
5585	5.246317139469601e-05	1
5589	4.536260022182938e-06	0
5590	0.0006453237441936267	1
5591	6.540838879060908e-05	1
5592	0.00010374204693277536	1
5593	3.241413483862149e-05	0
5594	6.850136168444265e-06	1
5596	1.7354818652987306e-05	1
5597	0.00013436541259397256	1
5598	0.00013235003211254086	0
5599	0.000533841363777233	1
5600	7.679317428338618e-05	0
5603	8.464284460988373e-06	1
5604	0.00012060587050708203	0
5605	0.00024580588987719286	1
5606	7.576084925700537e-06	0
5607	0.00023930186556591875	0
