candidate_id	reference_id	similarity	score
4918	4921	9.547576788921861e-06	1
4918	4924	1.8721748054329012e-06	1
4918	4928	9.30229934335142e-06	1
4918	4936	1.640676934139065e-05	1
4918	4944	3.489383768328044e-06	1
4918	4946	9.742103757825752e-07	1
4918	4948	8.569361001025567e-06	1
4918	4956	9.02494979833667e-06	1
4918	4961	1.718265575449698e-05	1
4918	4974	4.168772590084936e-06	1
4918	4979	1.195243358456422e-05	1
4918	4980	9.445608871087495e-06	1
4918	4996	1.1125349304190583e-05	1
4918	4998	6.8068889452488295e-06	1
4918	4999	1.9287655499832747e-06	1
4918	5000	7.697805779163856e-06	1
4918	5002	9.205751150492346e-06	1
4918	5005	5.857159256352715e-06	1
4918	5015	1.8230108083162867e-06	1
4918	5016	5.107940249377486e-06	1
4918	5027	3.855333633521758e-06	1
4918	5032	9.64977117837055e-06	1
4918	5035	8.83425971944852e-06	1
4918	5044	4.324931425545683e-06	1
4918	5045	1.5694292404160934e-06	1
4918	5049	3.614094519814889e-06	1
4918	5052	6.9201045935982755e-06	1
4918	5055	5.329928079442632e-06	1
4918	5057	3.288722244711863e-06	1
4918	5070	1.817105816263185e-06	1
4918	5072	1.5825917431783936e-05	1
4918	5077	9.142159256356806e-07	1
4918	5078	7.287976168554938e-06	1
4918	5080	1.9950733584231118e-05	1
4918	5081	6.146339748180033e-06	1
4918	5082	1.7299692771505904e-05	1
4918	5088	2.08838664842599e-06	1
4918	5093	3.8077113441157323e-06	1
4918	5097	4.769626811651165e-06	1
4918	5103	5.171794650089347e-06	1
4918	5111	6.073886955817604e-06	1
4918	5113	6.578501543550709e-06	1
4918	5140	5.567241450324636e-06	1
4918	5141	1.558564185524639e-05	1
4918	5142	6.726938309635679e-06	1
4918	5149	2.123152131926359e-06	1
4918	5151	8.11192304158512e-06	1
4918	5156	2.392543860361941e-06	1
4918	5158	3.682593596381734e-06	1
4918	5161	6.151652658463719e-06	1
4918	5171	1.3764752095248807e-05	1
4918	5172	5.735266918292535e-06	1
4918	5174	3.3202423072783556e-06	1
4918	5175	4.2269691072143775e-06	1
4918	5187	7.568455191157632e-07	1
4918	5200	1.658772852282013e-05	1
4918	5207	7.882375855219388e-06	1
4918	5217	7.2881151769944325e-06	1
4918	5222	4.698274166747227e-06	1
4918	5223	3.428977029871282e-05	1
4918	5224	7.316423748037012e-06	1
4918	5225	5.708093005622487e-06	1
4918	5242	8.037665484367614e-06	1
4918	5246	1.694123030913166e-06	1
4918	5248	7.249074965291268e-06	1
4918	5252	5.377912973519091e-06	1
4918	5261	2.0265105184987988e-05	1
4918	5265	1.915261225131281e-05	1
4918	5266	1.4242137292040284e-05	1
4918	5276	4.105731159228522e-06	1
4918	5286	2.5941509501124113e-06	1
4918	5288	8.666934814477491e-06	1
4918	5289	1.5583590809780174e-05	1
4918	5290	1.4219744020367443e-05	1
4918	5295	5.649021328419319e-06	1
4918	5296	2.5095833454115496e-05	1
4918	5297	1.58118572186792e-05	1
4918	5300	1.4470336985870536e-05	1
4918	5302	9.880620174369202e-07	1
4918	5305	5.800886045818523e-06	1
4918	5310	8.41798848038737e-06	1
4918	5311	7.851091298085623e-06	1
4918	5312	5.188566632199799e-06	1
4918	5325	2.1236290927585528e-05	1
4918	5328	3.7020944754211436e-06	1
4918	5329	2.0188197491385608e-05	1
4918	5333	1.9259349312803254e-06	1
4918	5336	5.828095952648744e-06	1
4918	5345	1.812845276824372e-05	1
4918	5350	2.749906535282962e-06	1
4918	5351	1.1618330597677692e-05	1
4918	5354	5.8173121010366705e-06	1
4918	5356	7.574892875085242e-06	1
4918	5358	9.012611406895015e-07	1
4918	5359	5.725320922659387e-06	1
4918	5375	1.2459336759781824e-05	1
4918	5382	1.0926805027540276e-05	1
4918	5385	3.9272362824847014e-06	1
4918	5389	6.686776954393379e-06	1
4918	5392	1.1602109580161077e-05	1
4918	5394	7.323914421810521e-06	1
4918	5395	6.530009415119936e-06	1
4918	5399	2.062886368616558e-05	1
4918	5401	4.117588813018559e-06	1
4918	5402	1.3825849499905076e-05	1
4918	5406	1.3885787830990936e-05	1
4918	5408	8.129192974840368e-06	1
4918	5409	7.962090417225776e-06	1
4918	5425	1.112857519959624e-05	1
4918	5427	1.0516240591670353e-06	1
4918	5430	9.584506194006026e-06	1
4918	5432	5.948119628515491e-06	1
4918	5436	2.7724101291964495e-06	1
4918	5440	6.437685453557084e-06	1
4918	5441	4.1468530192094086e-06	1
4918	5443	1.8201627268975647e-05	1
4918	5448	1.2187418706399012e-05	1
