candidate_id	reference_id	similarity	score
4918	4921	0.009768004945393734	1
4918	4924	0.00372479169159651	1
4918	4928	0.010032649131188209	1
4918	4936	0.021796846804936446	1
4918	4944	0.006759472420694902	1
4918	4946	0.0022879684392283638	1
4918	4948	0.014188278036594457	1
4918	4956	0.011414701105038132	1
4918	4961	0.02345188232130643	1
4918	4974	0.005842270214641874	1
4918	4979	0.00867757565240022	1
4918	4980	0.005671358674652556	1
4918	4996	0.012948707285854566	1
4918	4998	0.011161349731937043	1
4918	4999	0.004663362021344063	1
4918	5000	0.005278559707268778	1
4918	5002	0.00948177402974759	1
4918	5005	0.014956517686173546	1
4918	5015	0.003127147865438675	1
4918	5016	0.012634482547748006	1
4918	5027	0.004630936399119971	1
4918	5032	0.017444392143762918	1
4918	5035	0.007478290922117334	1
4918	5044	0.00975039591923977	1
4918	5045	0.004194246969106796	1
4918	5049	0.003865119156505367	1
4918	5052	0.011092836006533525	1
4918	5055	0.011001158893865215	1
4918	5057	0.0064403265784942305	1
4918	5070	0.004036890893229046	1
4918	5072	0.017447902749669248	1
4918	5077	0.003603133879466563	1
4918	5078	0.015869854513204704	1
4918	5080	0.020130811043631444	1
4918	5081	0.007488310751681732	1
4918	5082	0.024234296490786397	1
4918	5088	0.004847473960635161	1
4918	5093	0.005185589166510969	1
4918	5097	0.006776295694079241	1
4918	5103	0.006379490804597107	1
4918	5111	0.006538447526780073	1
4918	5113	0.007284210747939453	1
4918	5140	0.004304528408095713	1
4918	5141	0.01964497795828467	1
4918	5142	0.0038594651863359266	1
4918	5149	0.002541296317428209	1
4918	5151	0.011983273816079915	1
4918	5156	0.003951766041167886	1
4918	5158	0.005576120957154907	1
4918	5161	0.008680700246650477	1
4918	5171	0.010948862696279324	1
4918	5172	0.007900058121743405	1
4918	5174	0.004439460140769607	1
4918	5175	0.007890585929058632	1
4918	5187	0.0015270144290237667	1
4918	5200	0.021056361628894103	1
4918	5207	0.013245307523086506	1
4918	5217	0.007889498634377176	1
4918	5222	0.011092825427585775	1
4918	5223	0.026792138135803594	1
4918	5224	0.01152082826633095	1
4918	5225	0.007467266078669423	1
4918	5242	0.007101798297721262	1
4918	5246	0.005987929612455807	1
4918	5248	0.007889498634377176	1
4918	5252	0.009533329479050983	1
4918	5261	0.03281467629948494	1
4918	5265	0.02504591891984149	1
4918	5266	0.01524992324553589	1
4918	5276	0.006331568900319795	1
4918	5286	0.004275515181013706	1
4918	5288	0.009946052992707354	1
4918	5289	0.01728279196244875	1
4918	5290	0.015113984208989836	1
4918	5295	0.00816730156341118	1
4918	5296	0.018618848936384262	1
4918	5297	0.013076452361947733	1
4918	5300	0.024921611021427904	1
4918	5302	0.0021964087794530108	1
4918	5305	0.008117813154074465	1
4918	5310	0.012287781372158907	1
4918	5311	0.009171830057723691	1
4918	5312	0.011666446700333526	1
4918	5325	0.01608023142455609	1
4918	5328	0.0032899632285783875	1
4918	5329	0.020516523824861348	1
4918	5333	0.00350746378173039	1
4918	5336	0.0042821870103556155	1
4918	5345	0.01868187933666272	1
4918	5350	0.006659765093592909	1
4918	5351	0.015263039812433484	1
4918	5354	0.013070149954103766	1
