candidate_id	similarity	score
1	0.8862132997898319	1
2	0.6300881468295002	1
3	0.6616933984556063	1
4	0.47373964004274327	0
5	0.7661565016009028	2
6	0.7771710008084285	1
7	0.7036221922592193	1
10	0.6454265926497179	2
11	0.9594880458994745	0
13	0.7037060624675808	2
14	0.8222672338010394	2
15	0.6040128782101256	0
16	0.7497153770440844	0
18	0.5114064111407266	0
19	0.7591539162625407	0
21	0.8460917187851322	0
22	0.9064605914251304	2
23	0.6341534145089277	0
25	0.9949620563926881	1
26	0.7106069190423542	2
27	0.8304071154994032	2
28	0.7009176033711936	0
30	0.8129190912703487	2
31	0.8499000793562427	2
32	0.7156432502165971	0
35	0.8600664163666237	1
36	0.8562543046500157	2
37	0.8310328476668203	2
38	0.7460318332807702	0
39	0.8006314107225011	1
40	0.860856288920135	2
41	0.7661776831567257	1
45	0.8674475621564911	2
46	0.5169905848280365	0
47	0.7178097912981285	2
48	0.5528847956634484	0
49	0.5356078979453984	0
51	0.8857658352498168	1
52	0.6476730353346886	0
53	0.7308627925512843	2
54	0.9012509727727087	2
55	0.6767333868110545	2
56	0.8408534475630522	1
57	0.6990960272730791	0
58	0.7236669604099635	2
61	0.7850433935017941	1
63	0.7754265280756428	1
64	0.7600073805412416	0
65	0.5279369360091544	0
66	0.7905086660298325	0
67	0.7269622506332527	1
68	0.7982567838237158	2
70	0.7517504986200619	1
71	0.7297839189021563	1
72	0.8651768640020698	2
73	0.7182395492136839	0
74	0.6427035524724098	1
75	0.7060329636905439	1
78	0.725657399223183	0
79	0.8972447875010534	1
80	0.846107216205281	1
82	0.6852888497278545	2
83	0.8803568923566635	2
84	0.5381875141828957	0
85	0.6108538703604485	1
87	0.7600504802131587	0
88	0.7757519056860973	1
89	0.5144045842337229	0
90	0.7767045517100619	2
92	0.6363597390392489	0
94	0.878758898564055	1
96	0.7036555673149997	0
98	0.6940324545832102	1
100	0.6412865515395181	2
102	0.8984717963753733	2
103	0.6428983999125443	1
104	0.778460179526363	2
105	0.7225310508984685	0
106	0.827897563066419	1
107	0.8024078692009282	2
109	0.7751503754030872	1
110	0.6355765785330959	0
111	0.5887354737681424	0
112	0.6832632618508908	1
113	0.7146014505340383	1
114	0.9642820833898721	2
115	0.7988104238228144	1
116	0.7558573516675055	0
117	0.694508718570867	2
118	0.6388792113185582	0
119	0.6401401866554975	0
120	0.7579568993705087	2
121	0.6879177860533545	1
122	0.8923753826335779	2
123	0.905811701862972	1
124	0.603857618027417	1
125	0.5616876072081101	0
127	0.7394153852144648	0
128	0.5803868538955339	0
129	0.8174393166418176	1
132	0.8968271905072734	2
133	0.9470145125313065	2
134	0.6953516951808206	0
136	0.8633872155062836	2
137	0.7592437894148735	2
140	0.7977599159442705	2
141	0.85765803422779	2
142	0.8539714603657053	2
145	0.7982699636562055	2
147	0.9102080051479196	1
148	0.7261813302549418	2
149	0.59228772621855	0
150	0.7673575106165509	1
151	0.764225557557619	1
152	0.7919083770692995	2
154	0.8341599609719922	0
155	0.8476219013654485	2
156	0.7201636077805061	0
157	0.7558970032976529	2
158	0.7084765919256923	1
159	0.6152054195598092	0
160	0.9021337026223137	2
161	0.858813661283466	1
162	0.653487146706675	1
163	0.6570586570127913	1
164	0.8276950483256659	2
165	0.8164278784407982	2
166	0.6381908526451688	1
167	0.6403180610356474	0
169	0.6311278301845837	0
170	0.895659457149999	1
171	0.690548620543739	1
172	0.8210021002491431	2
173	0.7070053384206944	1
175	0.768375852347443	1
176	0.9298205306690985	2
177	0.6013650736958518	2
178	0.9025445675630909	1
179	0.767106607815865	2
180	0.8913975249655426	1
181	0.6812681763804583	0
183	0.7824497434726034	2
184	0.735583273630301	1
185	0.5778185933301866	0
186	0.7031868918227704	2
187	0.7977522829121366	1
189	0.7224273569365265	0
190	0.8479017465131533	2
191	0.6366947722683968	0
192	0.555215783928949	0
193	0.6573811029404295	0
194	0.6704195354111623	1
197	0.771342785202344	2
198	0.8234177644867696	1
200	0.7586594247968169	0
201	0.8362202576428526	0
202	0.7768076676936547	1
203	0.6638834817598092	0
205	0.8392210497843305	2
207	0.8554165362380995	2
208	0.6001749238559976	0
210	0.7983314166437607	1
212	0.0	0
213	0.8115805877959974	2
214	0.7177085865007437	2
215	0.8682993316100042	2
216	0.6613753167252744	2
217	0.8561452693784342	1
218	0.7799275342452734	1
219	0.7766500524881335	2
220	0.7610627861535059	0
221	0.7471436632643144	2
222	0.7457809833028031	2
223	0.7912405540008216	1
224	0.7793124396047556	2
225	0.36787944117144233	0
226	0.8613385840159011	1
227	0.673749945721237	1
229	0.9529892011077601	2
230	0.6771354143648869	0
231	0.8093781007380276	2
232	0.9147474404539041	2
233	0.4440471781515106	0
234	0.6665250185833158	1
235	0.47362140036547284	0
237	0.6773243795717735	0
238	0.7202464387762589	1
240	0.8319214661946323	2
242	0.8362322498056715	2
243	0.8275729201833831	2
244	0.7368650741031556	2
246	0.7430760095934525	0
247	0.7480708126289621	1
248	0.685872137735084	1
249	0.8076024812155678	2
250	0.6359200003939424	1
251	0.761341789853339	0
253	0.7397868514612048	1
255	0.6976960653688236	2
257	0.867816683001294	2
258	0.8693665465426069	2
259	0.8987030267657717	1
260	0.8781167924228859	2
261	0.7186939393333116	0
262	0.7816805128492226	0
263	0.9601845894041878	0
264	0.7549263799746677	0
266	0.8693006580039772	1
267	0.6671040512050007	1
268	0.7641411010524374	1
269	0.6128755461651124	0
271	0.7883395012016784	2
272	0.7459650358182669	1
273	0.9006720200994405	1
274	0.7964105272451215	1
275	0.7911565555661463	1
276	0.7190999164641911	1
277	0.8651868135772187	2
278	0.8509560418189883	1
279	0.8074213631144517	1
280	0.8124531708156834	1
282	0.7344030576532353	1
283	0.5704528385321306	0
284	0.7791831218590706	1
285	0.8463506189218347	1
286	0.835909137235036	2
287	0.8565772311890426	2
288	0.8717035246586538	0
289	0.7878815098566081	2
290	0.9062155968843011	1
292	0.6690886330094495	0
293	0.7568055747105452	1
294	0.5183319488177424	1
295	0.9162835902843259	1
296	0.7472046311817628	0
297	0.8812476961913238	1
298	0.920784448178219	2
299	0.7287495938698043	1
300	0.7127586132595449	1
301	0.9769399069627457	2
304	0.6721243229681477	1
305	0.9051454044053573	2
306	0.7047997136316118	0
307	0.7450455073399478	2
308	0.8204366201225985	1
309	0.8545668015118387	2
310	0.710298837628133	0
311	0.879404756884734	2
312	0.7634799711211363	1
314	0.8460834593208697	1
315	0.6337343870318088	0
316	0.9157461488012818	1
317	0.6802918892583726	0
318	0.5818593480802713	1
319	0.8931700800374899	2
320	0.7916300801551146	1
321	0.8453966974368788	2
323	0.7560218824118842	2
324	0.774263357640091	2
326	0.7552274310192928	1
328	0.8113165166465125	2
329	0.8340805571095684	2
330	0.7895210180871914	2
331	0.5190906021060819	0
332	0.7697744567874062	2
333	0.5390684714299703	0
334	0.623024502452588	0
335	0.7380411773078261	1
336	0.6115201204598921	1
338	0.7545512687275313	0
339	0.7135650476426908	0
340	0.7853194673729016	1
345	0.8064552013721092	2
