candidate_id	reference_id	similarity	dist	score
5978	1	3.861054947286268e-08	17.069740295410156	1.0
5979	1	7.585909741043001e-08	16.39438819885254	2.0
5980	1	3.134181516861951e-08	17.27831268310547	1.0
5981	1	6.793159751897773e-08	16.504764556884766	1.0
5982	1	1.0568253847635977e-07	16.06282615661621	2.0
5983	1	6.867102787871842e-08	16.493938446044922	1.0
5984	1	2.4054449146292237e-08	17.542945861816406	1.0
5985	1	2.5649380589349906e-08	17.47874641418457	0.0
5986	1	4.6995913541752706e-08	16.873205184936523	2.0
5987	1	4.7753840468008375e-08	16.857206344604492	3.0
5988	1	8.409562741233977e-08	16.291311264038086	3.0
5989	1	6.413149538884378e-08	16.56233024597168	1.0
5990	1	4.7833696065049324e-08	16.85553550720215	3.0
5991	1	8.549622407213349e-08	16.27479362487793	2.0
5992	1	3.444162361316148e-08	17.18400001525879	1.0
5993	1	7.612869828198063e-08	16.390840530395508	2.0
5994	1	4.2215021022652534e-08	16.98048973083496	2.0
5995	1	9.111829277155099e-08	16.21110725402832	2.0
5996	1	3.568502247238985e-08	17.148534774780273	1.0
5997	1	7.807433895289944e-08	16.365604400634766	2.0
5998	1	4.382038430269099e-08	16.943166732788086	2.0
5999	1	9.68244455104933e-09	18.452951431274414	1.0
6000	1	9.067100479123732e-08	16.216028213500977	2.0
6001	1	4.9241150114144756e-08	16.826536178588867	1.0
6002	1	3.636615771844775e-08	17.129627227783203	2.0
6003	1	1.647784837372015e-07	15.618663787841797	3.0
6004	1	2.0067332512522335e-08	17.724172592163086	1.0
6005	1	1.0575492812436225e-07	16.06214141845703	3.0
6006	1	7.481574666009208e-08	16.40823745727539	2.0
6007	1	6.618655961163107e-08	16.53078842163086	3.0
6008	1	1.0775008606625762e-07	16.0434513092041	1.0
6010	1	6.870168394373692e-08	16.493492126464844	1.0
6011	1	4.924368602053118e-08	16.82648468017578	1.0
6012	1	3.5402457302822866e-08	17.156484603881836	0.0
6013	1	3.4111275485960284e-08	17.19363784790039	1.0
6014	1	1.119159202539798e-07	16.005517959594727	3.0
6015	1	7.088169831173371e-08	16.46225357055664	2.0
6016	1	8.423496964873996e-08	16.289655685424805	3.0
6017	1	6.563279826705247e-08	16.5391902923584	1.0
6018	1	3.2787165840740363e-08	17.23322868347168	2.0
6019	1	7.379322013414501e-08	16.421998977661133	1.0
6020	1	8.419593698960945e-08	16.290119171142578	2.0
6021	1	8.774652038223327e-08	16.24881362915039	2.0
6022	1	9.596221712568414e-08	16.159311294555664	2.0
6023	1	9.242882622550576e-08	16.196826934814453	2.0
6024	1	6.073446352609525e-08	16.61675453186035	1.0
6025	1	5.359899825192696e-08	16.741735458374023	1.0
6026	1	1.1658464668739825e-07	15.964648246765137	3.0
6027	1	9.310970109601868e-08	16.18948745727539	3.0
6028	1	2.3441407536345734e-08	17.568761825561523	2.0
6029	1	7.254918557584223e-08	16.439001083374023	1.0
6030	1	8.672771620548781e-08	16.2604923248291	3.0
6031	1	1.3223918262450974e-07	15.838653564453125	3.0
6032	1	8.113756193360125e-08	16.327119827270508	2.0
6033	1	1.616706090265441e-07	15.637704849243164	3.0
6034	1	5.969543322058285e-08	16.634010314941406	2.0
6035	1	2.3966794500124505e-08	17.54659652709961	1.0
6036	1	1.235074570088212e-07	15.906964302062988	2.0
6037	1	7.174992954679259e-08	16.4500789642334	2.0
6038	1	6.568765204388018e-08	16.538354873657227	2.0
6039	1	4.660520298996185e-08	16.881553649902344	1.0
6040	1	9.717231277622966e-08	16.146780014038086	1.0
6041	1	3.245064451433889e-08	17.243545532226562	2.0
6042	1	1.3724078066342807e-07	15.801528930664062	2.0
6043	1	7.128001949582539e-08	16.456649780273438	1.0
6044	1	3.014279633062479e-08	17.317319869995117	2.0
6045	1	8.263171899728017e-08	16.30887222290039	2.0
6046	1	4.241073128445907e-08	16.97586441040039	1.0
6047	1	2.9995058063420735e-08	17.322233200073242	1.0
6048	1	5.603429826791281e-08	16.697301864624023	1.0
6049	1	2.7421468156571792e-08	17.41193962097168	1.0
6050	1	1.3842828588135867e-07	15.792913436889648	3.0
6051	1	9.606000675532278e-08	16.158292770385742	1.0
6052	1	5.2089731270410546e-08	16.77029800415039	2.0
6053	1	5.4736787154787414e-08	16.72072982788086	1.0
6054	1	5.4183556144619376e-08	16.73088836669922	1.0
6055	1	6.075717276265537e-08	16.61638069152832	2.0
6056	1	3.997432525107175e-08	17.0350284576416	1.0
6057	1	6.830487174684545e-08	16.499284744262695	3.0
6058	1	5.1865181489380845e-08	16.77461814880371	2.0
6059	1	7.01144519771546e-08	16.47313690185547	1.0
6060	1	3.170950856794649e-08	17.26664924621582	1.0
6061	1	1.3979181283611791e-07	15.783111572265625	3.0
6062	1	3.2079374042533494e-08	17.25505256652832	1.0
6063	1	6.391084159370633e-08	16.565776824951172	2.0
6064	1	5.6981339939722444e-08	16.6805419921875	2.0
6065	1	4.3905970881900006e-08	16.94121551513672	2.0
6066	1	4.2502075745311285e-08	16.973712921142578	1.0
6067	1	5.950445455988305e-08	16.63721466064453	1.0
6068	1	6.28455135159749e-08	16.58258628845215	2.0
6069	1	5.569737041005259e-08	16.703332901000977	2.0
6070	1	1.0857674756051245e-07	16.035808563232422	2.0
6071	1	5.4885343819020964e-08	16.718019485473633	2.0
6072	1	6.012359482940721e-08	16.626863479614258	2.0
6073	1	8.454369034121439e-08	16.28599739074707	2.0
6074	1	3.9294651196692777e-08	17.05217742919922	2.0
6075	1	1.5001234354731114e-07	15.71254825592041	3.0
6076	1	6.78250456863823e-08	16.50633430480957	2.0
