candidate_id	reference_id	similarity	dist	score
5978	1	0.0002092467652756312	8.471996307373047	1.0
5979	1	0.0001739333432260586	8.656838417053223	2.0
5980	1	9.639529675733583e-05	9.247053146362305	1.0
5981	1	9.885371086491271e-05	9.221869468688965	1.0
5982	1	0.0002716941563480622	8.210833549499512	2.0
5983	1	0.0001345388990571307	8.913657188415527	1.0
5984	1	7.269626276136933e-05	9.529220581054688	1.0
5985	1	4.8056032172841426e-05	9.943142890930176	0.0
5986	1	0.00020797232395097646	8.478105545043945	2.0
5987	1	0.00016897777984219525	8.68574333190918	3.0
5988	1	0.000308275258107917	8.084517478942871	3.0
5989	1	0.0001885275724634668	8.576266288757324	1.0
5990	1	0.000186769703609576	8.585634231567383	3.0
5991	1	0.0003152564093498248	8.062124252319336	2.0
5992	1	0.00010881221962554375	9.125886917114258	1.0
5993	1	0.00018667318888712065	8.586151123046875	2.0
5994	1	0.00016170724669882522	8.72972297668457	2.0
5995	1	0.00014581555894466674	8.833168029785156	2.0
5996	1	0.00024048809616946081	8.332839965820312	1.0
5997	1	0.0002074762784540039	8.480493545532227	2.0
5998	1	0.0002201547672543843	8.42117977142334	2.0
5999	1	0.00010998561845057794	9.115160942077637	1.0
6000	1	0.00022685076367581671	8.391218185424805	2.0
6001	1	0.00011565626479122827	9.064888000488281	1.0
6002	1	0.00014291029690816561	8.853293418884277	2.0
6003	1	0.0004536357650911494	7.698215961456299	3.0
6004	1	6.0460745673582506e-05	9.713516235351562	1.0
6005	1	0.00018887579486629978	8.574420928955078	3.0
6006	1	0.00019452339592180613	8.544958114624023	2.0
6007	1	0.00021746313491812926	8.433481216430664	3.0
6008	1	0.00017019609200459758	8.678559303283691	1.0
6010	1	0.0003091529017431372	8.081674575805664	1.0
6011	1	0.00024097020814853106	8.33083724975586	1.0
6012	1	7.047616593333254e-05	9.560235977172852	0.0
6013	1	0.00022249192798887035	8.410619735717773	1.0
6014	1	0.00037683586087174065	7.883700847625732	3.0
6015	1	0.0003028733763161587	8.102195739746094	2.0
6016	1	0.00022274754525785812	8.40947151184082	3.0
6017	1	0.00017508416458755273	8.650243759155273	1.0
6018	1	0.0001456055897676552	8.834609031677246	2.0
6019	1	0.0002997841810651225	8.112447738647461	1.0
6020	1	0.00032465599678109975	8.032744407653809	2.0
6021	1	0.00012976057130570959	8.949819564819336	2.0
6022	1	0.0001490916522189355	8.810949325561523	2.0
6023	1	0.0004175624553225536	7.781076431274414	2.0
6024	1	0.00020424387893823987	8.496195793151855	1.0
6025	1	6.491472791747518e-05	9.642436027526855	1.0
6026	1	0.0001668602758357141	8.69835376739502	3.0
6027	1	0.0003581285803519178	7.9346184730529785	3.0
6028	1	0.00012114836505345906	9.018494606018066	2.0
6029	1	0.00017042071710507173	8.677240371704102	1.0
6030	1	0.00023932514473453033	8.337687492370605	3.0
6031	1	0.00037418564211667924	7.890758514404297	3.0
6032	1	9.101786031870549e-05	9.304454803466797	2.0
6033	1	0.00022569649824596608	8.396319389343262	3.0
6034	1	0.00024217648735058424	8.325843811035156	2.0
6035	1	0.00013756950691677498	8.89138126373291	1.0
6036	1	0.00020813760503342305	8.477311134338379	2.0
6037	1	0.0002828353267926684	8.170645713806152	2.0
6038	1	7.982691163505089e-05	9.435649871826172	2.0
6039	1	0.0001674579233087915	8.694778442382812	1.0
6040	1	0.000212110214001604	8.458404541015625	1.0
6041	1	0.00011932815773396001	9.0336332321167	2.0
6042	1	0.0004921718915352136	7.616682529449463	2.0
6043	1	0.00016167825668070897	8.729902267456055	1.0
6044	1	3.884291450762828e-05	10.155984878540039	2.0
6045	1	0.00022707868595817654	8.390213966369629	2.0
6046	1	0.0002245245511684034	8.401525497436523	1.0
6047	1	9.45523916402679e-05	9.266356468200684	1.0
6048	1	0.00011383907653322773	9.080724716186523	1.0
6049	1	0.00022886732530931673	8.382368087768555	1.0
6050	1	0.00032044123481155874	8.045811653137207	3.0
6051	1	0.0001580652806801657	8.75250244140625	1.0
6052	1	0.00024125648790605805	8.329649925231934	2.0
6053	1	0.00014065322356339774	8.869213104248047	1.0
6054	1	0.00017671721830194793	8.640959739685059	1.0
6055	1	0.00010045573444896403	9.205793380737305	2.0
6056	1	0.0001362412982447927	8.901082992553711	1.0
6057	1	0.00035007633965472644	7.957359313964844	3.0
6058	1	0.00018958863433981334	8.570653915405273	2.0
6059	1	0.0001652004231807426	8.708351135253906	1.0
6060	1	0.00011698912179775106	9.05342960357666	1.0
6061	1	0.0004436833703687262	7.720399379730225	3.0
6062	1	0.00015528203923284318	8.770267486572266	1.0
6063	1	0.0002703034689675257	8.215965270996094	2.0
6064	1	0.00022556394875629677	8.396906852722168	2.0
6065	1	0.00015494653749633608	8.772430419921875	2.0
6066	1	0.00011944542952689809	9.0326509475708	1.0
