candidate_id	similarity	score
2788	0.733749016873299	1
2790	0.6457397646867405	1
2791	0.7986100367963951	1
2793	0.7475971134180939	2
2794	0.7146845061522136	1
2795	0.7014978986315572	2
2796	0.7230823550689924	2
2799	0.89018232528751	1
2802	0.725786504971354	1
2804	0.7831452294284658	2
2805	0.792700478250326	0
2806	0.857878561615827	1
2808	0.7048765993291645	1
2809	0.650467612838864	0
2810	0.6883166979972569	1
2812	0.5808342176695338	1
2813	0.8242314952445999	1
2815	0.7280855134687888	2
2816	0.8048204313110708	1
2818	0.7012214719013753	1
2819	0.8157316369314394	2
2822	0.8311147569414168	2
2823	0.9343358501516511	2
2824	0.6355765785330959	0
2825	0.845590788030087	2
2826	0.6377692327982354	0
2827	0.7620059984709417	2
2828	0.6437516982907657	0
2829	0.9085368137664885	2
2830	0.7124454202440422	1
2831	0.6911623791975076	1
2832	0.7122210994504076	1
2833	0.7474702119843448	2
2834	0.4965891474737025	0
2835	0.5263562403508097	1
2836	0.7542484733385116	2
2837	0.8355605458160585	1
2838	0.7766743259115386	2
2839	0.8729080255523392	1
2840	0.7598756699460458	2
2841	0.8255118085814604	2
2842	0.5850733865116606	1
2843	0.7334745046256861	0
2844	0.6797693475517538	1
2845	0.7398503740231749	1
2846	0.8516010370257637	2
2847	0.6860075555909225	1
2848	0.8646436450367233	2
2850	0.45040735725031844	0
2851	0.7006400344147201	1
2854	0.8598772812890105	2
2855	0.4454872266259853	0
2856	0.8131361121371755	2
2858	0.7669220512823568	2
2860	0.799600240439159	2
2861	0.7220623714099599	2
2862	0.727377586838576	2
2863	0.7561451426049773	2
2864	0.7537926190778813	1
2865	0.7870842235631322	1
2866	0.7076493299481763	2
2867	0.7703188763316523	1
2868	0.7456676746422702	2
2869	0.48611534040557347	0
2870	0.7084811448736883	1
2871	0.7664816183113725	1
2872	0.8472683661173377	1
2873	0.8032101451075027	2
2875	0.746148887186742	1
2876	0.6820351599984742	1
2877	0.7100342478073087	1
2878	0.7910135987496768	2
2879	0.8289651793889685	2
2880	0.740572681529618	1
2882	0.9182085682431365	2
2883	0.7956661211627909	2
2884	0.899399227339836	2
2886	0.7971129986863648	1
2887	0.7624288690679075	1
2888	0.7857607677926347	2
2890	0.7721024083475504	2
2891	0.6916647804579504	2
2892	0.724303123135764	1
2893	0.5238032214580749	0
2894	0.8124182144628938	2
2895	0.7355803627357199	1
2897	0.7293984055056382	2
2898	0.6685198016066594	2
2899	0.7918143298792879	1
2900	0.754077494367818	1
2901	0.8249533707616484	2
2902	0.7244506210925751	2
2903	0.7193758683698207	2
2904	0.8134192050610102	2
2906	0.6298829793262419	0
2907	0.7527752795467791	1
2908	0.6804330775669624	2
2909	0.7956085674470987	2
2910	0.7495754059955313	1
2911	0.7832343289220361	2
2913	0.7315661489817685	1
2915	0.7243758161852464	0
2916	0.8384489403459567	2
2917	0.8247355217795286	1
2919	0.7040758932518103	1
2920	0.4751821338018709	0
2921	0.7381420737077717	1
2923	0.6489221027009504	2
2925	0.6769809150586934	2
2926	0.8259315623907809	2
2927	0.688273109244112	2
2929	0.7303047984584751	1
2930	0.6589173904223049	2
2931	0.7154399921721506	1
2932	0.699240058850736	1
2933	0.8578417937993748	1
2934	0.7278164701320545	2
2935	0.7817765708230933	2
2936	0.7522094966240312	2
2937	0.7796286229510586	2
2938	0.8549646021572366	1
2939	0.7557772774531448	2
2940	0.8286276275170705	2
2941	0.8191051428619854	1
2942	0.6204638218674073	1
2944	0.8360428195469106	1
2945	0.749467949609326	2
2951	0.7992399985894932	2
2952	0.6219235679605184	2
2953	0.7922326373110511	2
2955	0.7902584945489756	1
2956	0.8617145411980751	1
2957	0.7478105787492026	2
2958	0.8308476141466488	1
2959	0.6968605151338538	2
2961	0.5914708053389518	1
2964	0.802278196355098	1
2965	0.7816278010425094	2
2968	0.6157588325263862	0
2970	0.7504173993952702	1
2971	0.6307504925761366	1
2972	0.6291312903912766	0
2973	0.6169561743573698	1
2975	0.757037781940149	2
2976	0.7253427451497652	2
2977	0.7553527652455287	2
2978	0.746260022989547	2
2979	0.8794984272191929	2
2982	0.785427126222132	2
2983	0.7684602243130252	2
2985	0.7839364056404763	2
2987	0.766628801418209	2
2988	0.5684104497323008	1
2990	0.7175162032088079	2
2992	0.8283074588574091	2
2993	0.8319053471782145	0
2994	0.6681693747843536	1
2995	0.7474277825652136	1
2996	0.8292809989260099	2
2998	0.6254526115963343	2
2999	0.8013026740081765	2
3000	0.736135555475544	0
3003	0.6653930527758489	1
3004	0.7639128680384323	1
3005	0.7266493581095065	1
3006	0.7520118442101223	1
3009	0.7848174612819314	2
3010	0.8411795352502075	1
3011	0.7987225203856095	0
3012	0.8005021124944953	1
3014	0.704816706143622	2
3015	0.5403135524479501	0
3016	0.7692848207750314	1
3018	0.9098768319851945	2
3019	0.5693042932883674	0
3020	0.7620961453979488	1
3021	0.8059904555648626	0
3023	0.8342619608465077	2
3024	0.62403955949311	0
3025	0.6990541726962276	1
3028	0.7882330073831885	1
3029	0.7726547335532594	1
3030	0.8598488127184059	2
3031	0.7101064756396316	1
3032	0.8168091641458688	2
3033	0.868107279773899	2
3035	0.746641900993359	1
3039	0.8476348904425908	2
3041	0.700466545569921	0
3042	0.6987114086671019	0
3043	0.6796254162303452	2
3044	0.8614894267855684	2
3045	0.822439579949885	1
3046	0.6641555484691415	2
3047	0.5799311244681691	0
3049	0.7621013595834923	1
3050	0.6672142372856595	1
3051	0.7112346496227762	2
3052	0.8218335650468874	2
3053	0.7239018749088926	2
3056	0.6308781924478486	1
3057	0.7984862480654793	1
3058	0.7680677865502747	2
3060	0.7754095933075368	1
3061	0.8071761710269145	2
3063	0.8781381727488475	2
3064	0.8065720205079131	2
3065	0.9027504558347866	0
3067	0.8153293022394339	1
3068	0.8972269588010314	1
3070	0.0	2
3071	0.8503631091345265	2
3072	0.710540726593084	1
3073	0.7884764303992596	2
3074	0.7049153016102957	2
3075	0.7402599672852368	2
3078	0.8467233118816644	2
3079	0.777107702044838	1
3080	0.8505817842242951	2
3082	0.6665316996490749	2
3083	0.8229602146394708	2
3084	0.7268442588306167	1
3085	0.8131295979883437	2
3086	0.731955173224918	1
3088	0.7920793889075315	0
3091	0.6844196704912108	0
3092	0.7873275864723375	2
3094	0.8442233763974126	2
3095	0.7879421066668416	0
3096	0.6451691164161166	0
3097	0.7766083843188516	2
3098	0.9359853226710155	2
3099	0.8091547226492765	2
3100	0.8422922257801565	2
3102	0.5883836807058144	2
3103	0.29071536848410967	0
3104	0.7134470697334433	2
3105	0.662810836953023	1
3107	0.7059454145667469	2
3108	0.8025870568485242	1
3109	0.5751716231307196	0
3110	0.7750988360633729	1
3111	0.8298949279079675	1
3112	0.9411619086136582	1
3113	0.6700135900939159	2
3114	0.7244836077165958	2
3117	0.8119432282772495	2
3118	0.7404653940577938	1
3120	0.7530739079120911	2
3121	0.7052029001577602	2
3123	0.7780811300255759	2
3125	0.7722104827260664	1
3127	0.7612325873034772	2
3128	0.7098463087488172	2
3129	0.62184820482742	1
3130	0.7494550850271319	2
3131	0.8092330836147841	1
3133	0.7156720678499688	1
3135	0.6899236435385849	0
3136	0.7817530122423157	1
3137	0.7923822084355366	2
3138	0.8348823162889585	1
3139	0.7322039994619736	0
3140	0.8038468403982792	2
3143	0.6647104809246438	0
3144	0.7669986465372082	1
3145	0.7198768579006012	1
3146	0.691053835917484	2
3147	0.7858380731970539	2
3149	0.8435305710472493	2
3151	0.8294152990050642	2
3152	0.8758740101384053	1
3153	0.802634770981719	2
3154	0.7345417116184633	1
3156	0.7183564341058603	1
3157	0.8737653605803299	0
3159	0.8604491713514646	1
3161	0.7490656842302935	0
3163	0.5724012219186669	2
3166	0.8111329246417316	1
3167	0.7683127411223867	2
3168	0.7389567435885852	2
3170	0.7128055349362944	1
3172	0.6470889711053764	0
3173	0.7252152824343774	0
3174	0.8064482331011485	1
3175	0.5986790891319855	0
3178	0.825705034507716	2
3179	0.826228997148609	2
3180	0.7770981641302908	2
3181	0.7814700554360202	2
3182	0.557552175997002	2
3183	0.9124091276314872	1
3184	0.6760851295747247	1
3186	0.5004860742572121	0
3188	0.5718644715211375	1
3189	0.6439740659378207	1
3192	0.5920348028401143	1
3193	0.6392567324774212	2
3194	0.5491190008896677	0
3195	0.9151683829002055	2
3198	0.6394699290893463	0
3199	0.7041502769846674	1
3200	0.863970812682328	1
3201	0.7537602925436007	2
3204	0.5833314373230868	0
3206	0.7191914129027832	2
3207	0.7890024102253789	2
3208	0.8212618974447551	2
3209	0.6679671660188954	1
3210	0.6989837683632892	0
3211	0.7619172445878515	2
3214	0.6814242655453886	0
3215	0.7762512131702988	2
3216	0.9229860677345983	1
3217	0.5833106838295838	1
3218	0.8818594581378817	2
3219	0.7095684608209366	1
3220	0.7145775954615543	0
3221	0.7990475218506389	2
3222	0.8159608788464123	2
3223	0.9004579728687331	2
3224	0.6526468794802156	1
3225	0.7717031100376924	2
3227	0.6603587804805685	2
3228	0.7206182838783229	1
3229	0.6544148472217487	1
3230	0.7417135557178284	2
3231	0.8589453779697518	2
3232	0.7861840565304004	2
3233	0.668288504039601	0
3234	0.843672093143922	2
3235	0.7602137365398739	1
3236	0.6822145473398392	2
3237	0.7361686321980999	1
3238	0.6742499141852949	1
3239	0.6411591135758946	2
3240	0.7426132959946614	0
3241	0.6907083079427324	1
3242	0.7879533523741028	2
3245	0.5150660069925762	1
3246	0.7572017465451536	2
3248	0.5799114705089612	1
3249	0.6744940941215242	1
3250	0.5888961016621006	0
3251	0.7734069836186307	2
3254	0.6096261299709252	1
3255	0.8809605186023666	1
3256	0.7063966138364842	0
